"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Constituency","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"2879","Normal/Others","WS/MP18221/2025-2026/140938-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2880","Normal/Others","WS/MP18221/2025-2026/140939-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2881","Normal/Others","WS/MP18221/2025-2026/140940-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2882","Normal/Others","WS/MP18221/2025-2026/140941-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2883","Normal/Others","WS/MP18221/2025-2026/140942-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2884","Normal/Others","WS/MP18221/2025-2026/140943-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2885","Normal/Others","WS/MP18221/2025-2026/140944-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2886","Normal/Others","WS/MP18221/2025-2026/140945-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2887","Normal/Others","WS/MP18221/2025-2026/140946-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2888","Normal/Others","WS/MP18221/2025-2026/140947-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2889","Normal/Others","WS/MP18221/2025-2026/140948-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2890","Normal/Others","WS/MP18221/2025-2026/140949-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2891","Normal/Others","WS/MP18221/2025-2026/140950-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2892","Normal/Others","WS/MP18221/2025-2026/140951-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2893","Normal/Others","WS/MP18221/2025-2026/140952-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2894","Normal/Others","WS/MP18221/2025-2026/140954-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2895","Normal/Others","WS/MP18221/2025-2026/140955-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast Light","15-Sep-2024","243000","06-Jun-2025"
"2896","Normal/Others","WS/MP18221/2025-2026/140956-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2897","Normal/Others","WS/MP18221/2025-2026/140957-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2898","Normal/Others","WS/MP18221/2025-2026/140958-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2899","Normal/Others","WS/MP18221/2025-2026/140959-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2900","Normal/Others","WS/MP18221/2025-2026/140960-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2901","Normal/Others","WS/MP18221/2025-2026/140961-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2902","Normal/Others","WS/MP18221/2025-2026/140962-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2903","Normal/Others","WS/MP18221/2025-2026/140963-Lighting of public spaces","Uttar Pradesh","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED Semi High Mast LIght","15-Sep-2024","243000","06-Jun-2025"
"2904","Normal/Others","WS/MP313/2024-2025/140976-Development of playground","Arunachal Pradesh","NAMSAI(Deputy Commisioner Namsai_IDA)","Shri Tapir Gao","ARUNACHAL EAST","Land development work at Panghun near NH-15 in Namsai District","15-Sep-2024","498889","24-Nov-2024"
"2905","Normal/Others","WS/MP313/2024-2025/140977-Construction of culverts and bridges","Arunachal Pradesh","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","C/o Culvert near WRC field at 10 mile Sille Block in East Siang District","15-Sep-2024","2000000","05-Feb-2025"
"2906","Normal/Others","WS/MP313/2024-2025/140978-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Arunachal Pradesh","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","Flood Protection work at Jone River near WRC field Debing in East Siang District","15-Sep-2024","500000","05-Feb-2025"
"2907","Normal/Others","WS/MP313/2024-2025/140979-Construction of culverts and bridges","Arunachal Pradesh","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","C/o Culvert at Mirem Yober cultivation field in East Siang District","15-Sep-2024","1000000","18-Feb-2025"
"2908","Normal/Others","WS/MP313/2024-2025/140980-Construction of culverts and bridges","Arunachal Pradesh","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","C/o Culvert at Jone Rikmeng in East Siang District","15-Sep-2024","500000","05-Feb-2025"
"2909","Normal/Others","WS/MP313/2024-2025/140981-Construction of culverts and bridges","Arunachal Pradesh","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","C/o Culvert at PMGP Road near Jampani under Sika Bamin Village in East Siang District","15-Sep-2024","800000","05-Feb-2025"
"2910","Normal/Others","WS/MP18221/2024-2025/140982-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2911","Normal/Others","WS/MP18221/2024-2025/140983-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2912","Normal/Others","WS/MP18221/2024-2025/140984-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2913","Normal/Others","WS/MP18221/2024-2025/140985-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2914","Normal/Others","WS/MP18221/2024-2025/140987-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2915","Normal/Others","WS/MP18221/2024-2025/140988-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2916","Normal/Others","WS/MP18221/2024-2025/140989-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2917","Normal/Others","WS/MP18221/2024-2025/140990-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2918","Normal/Others","WS/MP18221/2024-2025/140991-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS pole with LED semi High Mast Light","15-Sep-2024","238871.64","28-Jan-2025"
"2919","Normal/Others","WS/MP18221/2024-2025/140994-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2920","Normal/Others","WS/MP18221/2024-2025/140995-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2921","Normal/Others","WS/MP18221/2024-2025/140996-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2922","Normal/Others","WS/MP18221/2024-2025/140997-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2923","Normal/Others","WS/MP18221/2024-2025/140998-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2924","Normal/Others","WS/MP18221/2024-2025/140999-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2925","Normal/Others","WS/MP18221/2024-2025/141000-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2926","Normal/Others","WS/MP18221/2024-2025/141001-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2927","Normal/Others","WS/MP18221/2024-2025/141002-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2928","Normal/Others","WS/MP18221/2024-2025/141003-Lighting of public spaces","Uttar Pradesh","KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","238871.64","23-Jan-2025"
"2929","Normal/Others","WS/MP18221/2024-2025/141004-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2930","Normal/Others","WS/MP18221/2024-2025/141005-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2931","Normal/Others","WS/MP18221/2024-2025/141006-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2932","Normal/Others","WS/MP18221/2024-2025/141007-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2933","Normal/Others","WS/MP18221/2024-2025/141008-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2934","Normal/Others","WS/MP18221/2024-2025/141009-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2935","Normal/Others","WS/MP18221/2024-2025/141010-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2936","Normal/Others","WS/MP18221/2024-2025/141011-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2937","Normal/Others","WS/MP18221/2024-2025/141012-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2938","Normal/Others","WS/MP18221/2024-2025/141013-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2939","Normal/Others","WS/MP18221/2024-2025/141014-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2940","Normal/Others","WS/MP18221/2024-2025/141015-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2941","Normal/Others","WS/MP18221/2024-2025/141016-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2942","Normal/Others","WS/MP18221/2024-2025/141017-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2943","Normal/Others","WS/MP18221/2024-2025/141018-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2944","Normal/Others","WS/MP18221/2024-2025/141019-Lighting of public spaces","Uttar Pradesh","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","NARAYAN DAS AHIRWAR","JALAUN(SC)","MS Pole with LED semi High Mast Light","15-Sep-2024","211299","24-Jan-2025"
"2945","Normal/Others","WS/MP829/2025-2026/141020-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","West Bengal","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","Construction of Cold Chain room at Kamalpur Rural Hospital","15-Sep-2024","1500000","24-Jun-2025"
"2946","Normal/Others","WS/MP829/2024-2025/141021-Installing tube-wells and borewells","West Bengal","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","Sinking of Tubewell at Shibpur Mallick para near the house of Sasanka Mallick","15-Sep-2024","129883","07-Feb-2025"
"2947","Normal/Others","WS/MP829/2024-2025/141022-Installing tube-wells and borewells","West Bengal","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","Sinking of Tube well at Uttar Malancha Beria near the house of Bhupal Mandal","15-Sep-2024","129870","07-Feb-2025"
"2948","Normal/Others","WS/MP829/2024-2025/141023-Lighting of public spaces","West Bengal","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","Installation of High Mast Light at Ajodhya Mandirtala,( Electicity to be provided by Shyampur II Panchayat Samity )","15-Sep-2024","149712","28-Oct-2024"
"2949","Normal/Others","WS/MP829/2024-2025/141025-Lighting of public spaces","West Bengal","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","Installation of High Mast Light at Bardabar Kisan Mandi , Electicity to be provided by Shyampur II Panchayat Samity","15-Sep-2024","149712","28-Oct-2024"
"2950","Normal/Others","WS/MP18311/2024-2025/141027-Construction of community centers and community halls","Punjab","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","Construction of community centers at village Madhopur","16-Sep-2024","700000","24-Sep-2024"
"2951","Normal/Others","WS/MP18311/2024-2025/141029-Construction of community centers and community halls","Punjab","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","Construction of community center for SC community at village Sandhoa","16-Sep-2024","400000","24-Sep-2024"
"2952","Normal/Others","WS/MP18238/2024-2025/141030-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","RAMASHANKAR RAJBHAR","SALEMPUR","Development Block Bankata Gram Sabha-Baulia Pandey, RCC road from the house of Primary School Pooja Rajbhar to the house of Indrajit Pradhan","15-Sep-2024","600000","20-Dec-2024"
"2953","Normal/Others","WS/MP18238/2024-2025/141031-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","RAMASHANKAR RAJBHAR","SALEMPUR","CC road work from pitch road to Deepak Gaud's house in Tola Babhanauli of development block Bankata Gram Sabha Balua","15-Sep-2024","600000","20-Dec-2024"
"2954","Normal/Others","WS/MP18238/2024-2025/141032-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","RAMASHANKAR RAJBHAR","SALEMPUR","RCC road work from pitch road to Ashok Singh's house in development block Lar Gram Sabha Bankata Amethia","15-Sep-2024","600000","20-Dec-2024"
"2955","Normal/Others","WS/MP18238/2024-2025/141033-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","RAMASHANKAR RAJBHAR","SALEMPUR","CC road from HP petrol pump to south transformer in Vikas Khand Bhatpar","15-Sep-2024","595370","20-Dec-2024"
"2956","Normal/Others","WS/MP18238/2025-2026/141035-Construction of rooms and halls in school and colleges","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","RAMASHANKAR RAJBHAR","SALEMPUR","Manager Principal,Malti Devi Kanya Junior High School Raghunathpur, 1 room construction with Varanda","15-Sep-2024","500000","01-Apr-2025"
